Open,High,Low,Close,Datetime
346,351,346,351,24.00-8.00-9.00 14.00:30.00
346.5,346.5,346.5,346.5,24.00-8.00-9.00 14.00:25.00
348.45,350.95,345,345,24.00-8.00-9.00 14.00:20.00
333.2,344.05,333.2,344.05,24.00-8.00-9.00 14.00:15.00
331,334.5,331,334.5,24.00-8.00-9.00 14.00:10.00
330,334.45,329.1,331.1,24.00-8.00-9.00 14.00:5.00
340.7,342.6,337.55,337.55,24.00-8.00-9.00 14.00:0.00
348.45,348.5,342.25,348.5,24.00-8.00-9.00 13.00:55.00
345,348.25,345,348.25,24.00-8.00-9.00 13.00:45.00
353.9,353.9,349.4,349.4,24.00-8.00-9.00 13.00:40.00
354,354,353,353,24.00-8.00-9.00 13.00:35.00
345,347.4,342.3,342.3,24.00-8.00-9.00 13.00:30.00
349.1,350.2,338.4,339.2,24.00-8.00-9.00 13.00:25.00
353.2,353.2,349.1,349.35,24.00-8.00-9.00 13.00:20.00
360,360,353.2,353.2,24.00-8.00-9.00 13.00:15.00
369,369,369,369,24.00-8.00-9.00 13.00:5.00
372.2,372.2,367.5,369,24.00-8.00-9.00 13.00:0.00
367.4,369.4,367.4,369.4,24.00-8.00-9.00 12.00:55.00
369.8,369.8,365.35,368.5,24.00-8.00-9.00 12.00:50.00
365,365,360.8,360.8,24.00-8.00-9.00 12.00:45.00
360.7,360.95,358.7,359.05,24.00-8.00-9.00 12.00:40.00
366.75,368.85,360.7,360.7,24.00-8.00-9.00 12.00:35.00
363,366.65,363,366.65,24.00-8.00-9.00 12.00:30.00
366.55,366.55,366,366,24.00-8.00-9.00 12.00:25.00
372.3,372.3,366.25,366.25,24.00-8.00-9.00 12.00:20.00
367.95,369.9,364.65,369.9,24.00-8.00-9.00 12.00:15.00
372.15,372.15,372.15,372.15,24.00-8.00-9.00 12.00:10.00
361.95,368.15,361.95,367.4,24.00-8.00-9.00 12.00:0.00
364.4,364.4,358.45,358.9,24.00-8.00-9.00 11.00:55.00
365,365,365,365,24.00-8.00-9.00 11.00:50.00
370.85,370.85,365,365,24.00-8.00-9.00 11.00:45.00
372,372,370.85,370.85,24.00-8.00-9.00 11.00:40.00
375,379.85,374.9,374.9,24.00-8.00-9.00 11.00:35.00
368.75,368.75,368.75,368.75,24.00-8.00-9.00 11.00:25.00
374.45,374.45,374.45,374.45,24.00-8.00-9.00 11.00:20.00
376,378,371.65,371.65,24.00-8.00-9.00 11.00:15.00
369.9,369.9,368.75,368.75,24.00-8.00-9.00 11.00:10.00
366.6,366.6,362.25,362.25,24.00-8.00-9.00 11.00:5.00
380.8,380.8,363.85,363.85,24.00-8.00-9.00 11.00:0.00
389,389,380.2,385.1,24.00-8.00-9.00 10.00:55.00
384.6,387.65,372.65,386.65,24.00-8.00-9.00 10.00:50.00
399.5,399.5,380.65,385.25,24.00-8.00-9.00 10.00:45.00
404.6,406.4,393.05,397.8,24.00-8.00-9.00 10.00:40.00
398.35,407.05,398.35,407,24.00-8.00-9.00 10.00:35.00
396.1,416.5,394.6,401.1,24.00-8.00-9.00 10.00:30.00
400,402.8,391.3,396,24.00-8.00-9.00 10.00:25.00
371.65,394.6,371,393.1,24.00-8.00-9.00 10.00:20.00
378.55,379.9,371,371,24.00-8.00-9.00 10.00:15.00
375.35,376,364.6,375.4,24.00-8.00-9.00 10.00:10.00
366.15,377.55,366.15,377.55,24.00-8.00-9.00 10.00:5.00
356.65,372.75,356.65,368.65,24.00-8.00-9.00 10.00:0.00
360.85,370.4,356.35,361.7,24.00-8.00-9.00 9.00:55.00
337.7,360.35,337.7,360,24.00-8.00-9.00 9.00:50.00
344.9,346,334.7,337.3,24.00-8.00-9.00 9.00:45.00
344.8,346.4,342,342.85,24.00-8.00-9.00 9.00:40.00
350,354.95,344,344,24.00-8.00-9.00 9.00:35.00
341.75,355.55,338.2,353.8,24.00-8.00-9.00 9.00:30.00
361.45,361.45,332.5,342,24.00-8.00-9.00 9.00:25.00
361.45,361.95,347.8,361.95,24.00-8.00-9.00 9.00:20.00
406,406,366.05,372.4,24.00-8.00-9.00 9.00:15.00
569.35,569.35,564.45,564.45,24.00-8.00-8.00 15.00:25.00
568.3,577.45,566,577.45,24.00-8.00-8.00 15.00:20.00
545,545,545,545,24.00-8.00-8.00 15.00:10.00
514.55,514.55,514.55,514.55,24.00-8.00-8.00 15.00:0.00
524.65,531,524.65,531,24.00-8.00-8.00 14.00:55.00
502.9,502.9,502,502,24.00-8.00-8.00 14.00:50.00
509.9,509.9,505,505,24.00-8.00-8.00 14.00:45.00
516.4,519.9,503.35,503.35,24.00-8.00-8.00 14.00:40.00
512,519.75,508.85,519.75,24.00-8.00-8.00 14.00:35.00
522,522.55,522,522.55,24.00-8.00-8.00 14.00:30.00
528.7,528.7,528.7,528.7,24.00-8.00-8.00 14.00:25.00
537.35,538.55,525,525,24.00-8.00-8.00 14.00:20.00
502.65,521,502.65,521,24.00-8.00-8.00 14.00:15.00
533.75,533.75,533.75,533.75,24.00-8.00-8.00 14.00:10.00
541.95,541.95,541.95,541.95,24.00-8.00-8.00 14.00:5.00
544.3,544.3,544.3,544.3,24.00-8.00-8.00 14.00:0.00
530.75,541.2,528.25,541.2,24.00-8.00-8.00 13.00:55.00
538.35,538.35,534.75,534.75,24.00-8.00-8.00 13.00:50.00
514.3,514.3,514.3,514.3,24.00-8.00-8.00 13.00:45.00
534,534,534,534,24.00-8.00-8.00 13.00:40.00
541.05,541.05,531.45,531.45,24.00-8.00-8.00 13.00:35.00
584.3,585.45,550,550,24.00-8.00-8.00 13.00:30.00
538.1,544.85,538.1,544.85,24.00-8.00-8.00 13.00:25.00
526.55,526.55,526.4,526.55,24.00-8.00-8.00 13.00:15.00
525.65,539.05,525.65,533.35,24.00-8.00-8.00 13.00:10.00
505.3,543.6,505.3,543.6,24.00-8.00-8.00 13.00:5.00
485,503.55,485,503.55,24.00-8.00-8.00 13.00:0.00
448.25,481.75,448.25,481.75,24.00-8.00-8.00 12.00:55.00
435.1,455.45,435.1,455.45,24.00-8.00-8.00 12.00:45.00
435,435,435,435,24.00-8.00-8.00 12.00:40.00
424,424,417.75,417.75,24.00-8.00-8.00 12.00:30.00
420.25,423.65,415.8,415.8,24.00-8.00-8.00 12.00:20.00
409.1,437.2,409.1,437.2,24.00-8.00-8.00 12.00:15.00
470,470,450,450,24.00-8.00-8.00 12.00:10.00
481.9,481.9,481.9,481.9,24.00-8.00-8.00 12.00:0.00
475.2,475.2,475,475,24.00-8.00-8.00 11.00:55.00
480,480,480,480,24.00-8.00-8.00 11.00:50.00
487.55,487.55,487.55,487.55,24.00-8.00-8.00 11.00:45.00
499,499,499,499,24.00-8.00-8.00 11.00:40.00
502.35,502.35,502.35,502.35,24.00-8.00-8.00 11.00:35.00
522.35,522.35,518.3,518.3,24.00-8.00-8.00 11.00:30.00
499,499,499,499,24.00-8.00-8.00 11.00:25.00
489.35,500,489.35,500,24.00-8.00-8.00 11.00:20.00
481.9,481.9,470.05,470.05,24.00-8.00-8.00 11.00:15.00
497.3,513.25,497.3,513.25,24.00-8.00-8.00 11.00:10.00
517.65,517.65,517.65,517.65,24.00-8.00-8.00 11.00:5.00
541.35,541.35,518.15,518.15,24.00-8.00-8.00 11.00:0.00
529.7,543.95,529.7,543.95,24.00-8.00-8.00 10.00:55.00
522.3,522.3,487.45,487.45,24.00-8.00-8.00 10.00:35.00
479.9,525.75,479.9,525.75,24.00-8.00-8.00 10.00:30.00
516.85,517.7,462.55,479.6,24.00-8.00-8.00 10.00:25.00
523.15,534.45,516.95,516.95,24.00-8.00-8.00 10.00:15.00
560,560,530,543.3,24.00-8.00-8.00 10.00:10.00
525.2,541,525.2,541,24.00-8.00-8.00 10.00:5.00
504,504,494.8,494.8,24.00-8.00-8.00 10.00:0.00
461,461,461,461,24.00-8.00-8.00 9.00:50.00
490,490,490,490,24.00-8.00-8.00 9.00:45.00
487.35,511,487.35,491.9,24.00-8.00-8.00 9.00:35.00
485.7,485.7,473.7,475.5,24.00-8.00-8.00 9.00:30.00
489,494.25,484.55,494.25,24.00-8.00-8.00 9.00:25.00
499.2,505.5,485.55,485.55,24.00-8.00-8.00 9.00:20.00
446.3,471.55,446.3,471.55,24.00-8.00-8.00 9.00:15.00
408.2,408.2,407.05,407.05,24.00-8.00-7.00 15.00:25.00
402,402,402,402,24.00-8.00-7.00 15.00:20.00
399.15,399.15,399.15,399.15,24.00-8.00-7.00 15.00:15.00
406,406,391.6,391.6,24.00-8.00-7.00 15.00:10.00
416,416,416,416,24.00-8.00-7.00 15.00:0.00
428.85,428.85,421,421,24.00-8.00-7.00 14.00:55.00
421.75,421.75,421.75,421.75,24.00-8.00-7.00 14.00:40.00
420,426.95,420,426.95,24.00-8.00-7.00 14.00:30.00
414.8,414.8,414.8,414.8,24.00-8.00-7.00 14.00:25.00
438.3,438.3,435.8,435.8,24.00-8.00-7.00 14.00:20.00
450,450,438.3,438.3,24.00-8.00-7.00 14.00:15.00
497,497.75,497,497.75,24.00-8.00-7.00 13.00:25.00
486.75,486.75,486.75,486.75,24.00-8.00-7.00 13.00:15.00
476.8,476.8,476.8,476.8,24.00-8.00-7.00 13.00:10.00
491.85,491.85,491.85,491.85,24.00-8.00-7.00 12.00:55.00
498.75,498.75,498.75,498.75,24.00-8.00-7.00 12.00:50.00
459.55,459.55,459.55,459.55,24.00-8.00-7.00 12.00:30.00
442.35,456.85,442.35,456.85,24.00-8.00-7.00 12.00:25.00
456.55,456.55,449.6,449.6,24.00-8.00-7.00 12.00:20.00
469.65,469.65,469.65,469.65,24.00-8.00-7.00 12.00:15.00
479.7,479.7,479.7,479.7,24.00-8.00-7.00 12.00:0.00
490,490,490,490,24.00-8.00-7.00 11.00:50.00
484.55,492.55,484.55,492.55,24.00-8.00-7.00 11.00:45.00
466,466,466,466,24.00-8.00-7.00 11.00:35.00
480.3,480.3,480.3,480.3,24.00-8.00-7.00 11.00:30.00
477.85,477.85,477.85,477.85,24.00-8.00-7.00 11.00:25.00
477,481,477,481,24.00-8.00-7.00 11.00:15.00
461.05,461.05,461.05,461.05,24.00-8.00-7.00 11.00:10.00
458,458,458,458,24.00-8.00-7.00 11.00:5.00
430,450.4,430,450.4,24.00-8.00-7.00 11.00:0.00
432.2,432.2,429.2,429.2,24.00-8.00-7.00 10.00:55.00
420,422.1,420,422.1,24.00-8.00-7.00 10.00:50.00
409,409,409,409,24.00-8.00-7.00 10.00:40.00
450,450,408.3,408.4,24.00-8.00-7.00 10.00:30.00
465,483.8,465,483.8,24.00-8.00-7.00 10.00:0.00
488.95,488.95,488.95,488.95,24.00-8.00-7.00 9.00:50.00
470,475,470,475,24.00-8.00-7.00 9.00:45.00
457,470.95,455.05,459.1,24.00-8.00-7.00 9.00:35.00
440,455.5,440,455.5,24.00-8.00-7.00 9.00:20.00
435.05,435.05,432,432,24.00-8.00-7.00 9.00:15.00
645.4,645.4,645.4,645.4,24.00-8.00-6.00 15.00:25.00
652,656.95,650.05,656.95,24.00-8.00-6.00 15.00:20.00
681.75,681.75,681.75,681.75,24.00-8.00-6.00 15.00:15.00
669.5,669.5,669.5,669.5,24.00-8.00-6.00 15.00:5.00
675,675,663.7,663.7,24.00-8.00-6.00 15.00:0.00
675.8,675.8,675.8,675.8,24.00-8.00-6.00 14.00:55.00
692.4,697.05,692.4,697.05,24.00-8.00-6.00 14.00:50.00
707.15,712.95,707.15,711.75,24.00-8.00-6.00 14.00:45.00
653.5,653.5,648.4,648.4,24.00-8.00-6.00 14.00:25.00
666.45,666.45,666.45,666.45,24.00-8.00-6.00 14.00:20.00
649.2,649.2,649.2,649.2,24.00-8.00-6.00 14.00:10.00
603,603,603,603,24.00-8.00-6.00 14.00:0.00
603.95,603.95,603.95,603.95,24.00-8.00-6.00 13.00:55.00
627.75,647.65,627.75,640.75,24.00-8.00-6.00 13.00:45.00
621.6,627.75,621.6,627.75,24.00-8.00-6.00 13.00:40.00
593.45,615.05,593.45,615.05,24.00-8.00-6.00 13.00:35.00
567.2,580,567.2,580,24.00-8.00-6.00 13.00:20.00
566.3,566.3,551,551,24.00-8.00-6.00 13.00:15.00
527.95,538.3,527.95,538.3,24.00-8.00-6.00 12.00:55.00
557,557,530.95,530.95,24.00-8.00-6.00 12.00:50.00
542.8,543.45,542.8,543.45,24.00-8.00-6.00 12.00:45.00
560,560,560,560,24.00-8.00-6.00 12.00:35.00
533.35,533.35,533.35,533.35,24.00-8.00-6.00 12.00:25.00
513.4,513.4,513.4,513.4,24.00-8.00-6.00 12.00:20.00
508.05,508.1,508.05,508.1,24.00-8.00-6.00 11.00:25.00
509,509,509,509,24.00-8.00-6.00 11.00:15.00
517.85,530,517.85,530,24.00-8.00-6.00 11.00:5.00
560,560,560,560,24.00-8.00-6.00 10.00:45.00
546.95,581.95,546.95,565.7,24.00-8.00-6.00 10.00:40.00
570.6,570.6,559.05,559.05,24.00-8.00-6.00 10.00:35.00
520,520,520,520,24.00-8.00-6.00 10.00:30.00
518.5,520,518.5,520,24.00-8.00-6.00 10.00:25.00
480.6,499.05,477.75,499.05,24.00-8.00-6.00 10.00:20.00
466.3,483.6,466.3,483.6,24.00-8.00-6.00 10.00:15.00
477,477.1,477,477.1,24.00-8.00-6.00 10.00:10.00
440.75,460,440.75,460,24.00-8.00-6.00 10.00:5.00
436,442.6,436,439.85,24.00-8.00-6.00 10.00:0.00
447.25,447.25,438.2,438.2,24.00-8.00-6.00 9.00:55.00
458.05,460.4,451.2,460.4,24.00-8.00-6.00 9.00:50.00
481,481,481,481,24.00-8.00-6.00 9.00:40.00
477.65,480,477.65,480,24.00-8.00-6.00 9.00:35.00
460,460,452.9,452.9,24.00-8.00-6.00 9.00:30.00
457,460,457,460,24.00-8.00-6.00 9.00:25.00
450,450,432,449.6,24.00-8.00-6.00 9.00:20.00
664.75,674.4,656.45,674.4,24.00-8.00-5.00 15.00:25.00
660.6,660.6,660.6,660.6,24.00-8.00-5.00 15.00:20.00
660.4,660.4,660.4,660.4,24.00-8.00-5.00 15.00:5.00
645.7,645.7,645.7,645.7,24.00-8.00-5.00 15.00:0.00
637.6,637.6,637.6,637.6,24.00-8.00-5.00 14.00:50.00
705.8,705.8,705.8,705.8,24.00-8.00-5.00 14.00:30.00
678.7,706.05,678.7,706.05,24.00-8.00-5.00 14.00:25.00
653.05,668.05,653.05,668.05,24.00-8.00-5.00 14.00:20.00
644.2,644.2,644.2,644.2,24.00-8.00-5.00 14.00:5.00
650.8,650.8,624.55,624.8,24.00-8.00-5.00 13.00:45.00
654.05,654.05,623.25,643.55,24.00-8.00-5.00 13.00:40.00
690.3,690.3,690.3,690.3,24.00-8.00-5.00 13.00:15.00
772.9,772.9,746.25,759.05,24.00-8.00-5.00 12.00:40.00
765.1,774.45,765.1,774.45,24.00-8.00-5.00 12.00:35.00
718.7,730,718.7,730,24.00-8.00-5.00 12.00:30.00
714.75,714.75,714.75,714.75,24.00-8.00-5.00 12.00:25.00
706.5,706.5,706.5,706.5,24.00-8.00-5.00 12.00:20.00
691.5,691.5,691.5,691.5,24.00-8.00-5.00 12.00:15.00
720.9,720.9,710.05,713,24.00-8.00-5.00 12.00:5.00
733.6,733.6,717.1,717.1,24.00-8.00-5.00 12.00:0.00
736.6,736.6,714.15,714.15,24.00-8.00-5.00 11.00:55.00
719.75,719.75,716.8,716.8,24.00-8.00-5.00 11.00:50.00
714.25,741.1,708.25,708.25,24.00-8.00-5.00 11.00:45.00
722.45,722.95,713.8,713.8,24.00-8.00-5.00 11.00:40.00
776.4,790.05,742.65,742.65,24.00-8.00-5.00 11.00:35.00
746.95,769.15,746.95,760,24.00-8.00-5.00 11.00:30.00
767.9,767.9,728.45,737.05,24.00-8.00-5.00 11.00:25.00
759.6,836.1,759.6,826.95,24.00-8.00-5.00 11.00:20.00
719.3,755.75,719.3,748.7,24.00-8.00-5.00 11.00:15.00
694.75,724.55,692.5,724.55,24.00-8.00-5.00 11.00:10.00
682.8,712.4,664.75,704.6,24.00-8.00-5.00 11.00:5.00
628.95,677.05,628.95,666.75,24.00-8.00-5.00 11.00:0.00
624.75,638.45,617.45,622.8,24.00-8.00-5.00 10.00:55.00
607.65,622,596.25,619.15,24.00-8.00-5.00 10.00:50.00
586.5,598.05,586.5,598.05,24.00-8.00-5.00 10.00:45.00
539.4,564.85,539.4,564.8,24.00-8.00-5.00 10.00:40.00
518.95,529.75,518.95,526.8,24.00-8.00-5.00 10.00:35.00
490.2,500,490.2,499.65,24.00-8.00-5.00 10.00:25.00
494.85,494.85,494.85,494.85,24.00-8.00-5.00 10.00:10.00
476.5,482.85,476.5,482.85,24.00-8.00-5.00 10.00:5.00
447.5,468.65,446.1,468.65,24.00-8.00-5.00 10.00:0.00
439.4,443.55,439,439,24.00-8.00-5.00 9.00:55.00
488.7,488.7,476.5,476.5,24.00-8.00-5.00 9.00:50.00
471.05,490,471.05,490,24.00-8.00-5.00 9.00:45.00
505.45,506.25,478.6,478.6,24.00-8.00-5.00 9.00:40.00
493.15,497,493.15,497,24.00-8.00-5.00 9.00:35.00
521.45,531.1,493.15,493.15,24.00-8.00-5.00 9.00:30.00
515,520.85,511,515,24.00-8.00-5.00 9.00:25.00
483.2,509,480.4,502.45,24.00-8.00-5.00 9.00:20.00
420,475,420,475,24.00-8.00-5.00 9.00:15.00
244.8,263.85,244.75,263.85,24.00-8.00-2.00 15.00:25.00
241.35,242.1,235.25,242.1,24.00-8.00-2.00 15.00:20.00
239.35,247.75,239.35,240.2,24.00-8.00-2.00 15.00:15.00
240.75,242,240.75,242,24.00-8.00-2.00 15.00:10.00
247.65,247.65,240,245.65,24.00-8.00-2.00 15.00:5.00
247.35,268.65,247.35,252.25,24.00-8.00-2.00 15.00:0.00
250,250.65,248,248.75,24.00-8.00-2.00 14.00:55.00
247.8,250.95,240.5,242.2,24.00-8.00-2.00 14.00:50.00
237.4,245.5,237.4,242,24.00-8.00-2.00 14.00:45.00
234.9,235.3,227.5,235.3,24.00-8.00-2.00 14.00:40.00
225.4,237.3,225.4,237.3,24.00-8.00-2.00 14.00:35.00
218,220,218,220,24.00-8.00-2.00 14.00:30.00
212.7,212.75,212,212.75,24.00-8.00-2.00 14.00:25.00
211.85,211.85,205,205,24.00-8.00-2.00 14.00:20.00
218.5,220,213.9,213.9,24.00-8.00-2.00 14.00:15.00
202,202,196.9,196.9,24.00-8.00-2.00 13.00:55.00
199.95,202,199,202,24.00-8.00-2.00 13.00:50.00
197.05,200.95,197.05,199.95,24.00-8.00-2.00 13.00:45.00
197.5,198.7,196.1,198.7,24.00-8.00-2.00 13.00:40.00
209.75,209.75,205.8,205.8,24.00-8.00-2.00 13.00:35.00
207.05,211,207.05,210,24.00-8.00-2.00 13.00:30.00
213.45,213.45,206.55,206.55,24.00-8.00-2.00 13.00:25.00
219.45,219.45,219.45,219.45,24.00-8.00-2.00 13.00:20.00
211.4,213.1,205.8,212.75,24.00-8.00-2.00 13.00:15.00
209.05,209.05,206.95,207.85,24.00-8.00-2.00 13.00:10.00
211.15,211.15,207.85,207.85,24.00-8.00-2.00 13.00:5.00
210.45,210.45,210.45,210.45,24.00-8.00-2.00 13.00:0.00
215,216,213.4,213.4,24.00-8.00-2.00 12.00:55.00
223.05,223.05,217.6,217.95,24.00-8.00-2.00 12.00:50.00
217.75,223.95,217.75,223.95,24.00-8.00-2.00 12.00:45.00
215.9,217,212.2,217,24.00-8.00-2.00 12.00:40.00
217.85,218.8,214.7,214.7,24.00-8.00-2.00 12.00:35.00
214.3,214.65,214.3,214.65,24.00-8.00-2.00 12.00:30.00
204.35,210,204.35,207.25,24.00-8.00-2.00 12.00:25.00
203.75,203.75,203.75,203.75,24.00-8.00-2.00 12.00:20.00
202.95,202.95,200,200,24.00-8.00-2.00 12.00:10.00
199.8,200.65,196.85,196.85,24.00-8.00-2.00 12.00:5.00
194.3,199.15,192.45,199.15,24.00-8.00-2.00 12.00:0.00
187.8,187.8,184.8,187.55,24.00-8.00-2.00 11.00:50.00
180.5,180.5,178.5,178.5,24.00-8.00-2.00 11.00:45.00
182.45,182.45,179.25,181.2,24.00-8.00-2.00 11.00:40.00
185.2,185.2,183.45,183.85,24.00-8.00-2.00 11.00:35.00
183.6,183.6,183.6,183.6,24.00-8.00-2.00 11.00:30.00
188.9,188.9,188.9,188.9,24.00-8.00-2.00 11.00:25.00
192.65,192.65,189.25,189.25,24.00-8.00-2.00 11.00:20.00
193.05,193.05,192.5,192.5,24.00-8.00-2.00 11.00:15.00
193.25,194.15,191.6,194.15,24.00-8.00-2.00 11.00:10.00
195,196.3,191.35,193.3,24.00-8.00-2.00 11.00:5.00
178,190,178,190,24.00-8.00-2.00 11.00:0.00
183.35,183.35,179,179,24.00-8.00-2.00 10.00:55.00
185.7,187.15,184.65,187.15,24.00-8.00-2.00 10.00:50.00
192.85,192.85,187.8,187.8,24.00-8.00-2.00 10.00:45.00
190.45,195,188.65,195,24.00-8.00-2.00 10.00:40.00
190,191.4,186.2,186.2,24.00-8.00-2.00 10.00:35.00
207.05,207.05,195.6,195.6,24.00-8.00-2.00 10.00:30.00
208.45,213.1,207.4,211.2,24.00-8.00-2.00 10.00:25.00
210.85,210.85,207.85,209.4,24.00-8.00-2.00 10.00:20.00
200,204.5,200,203.9,24.00-8.00-2.00 10.00:15.00
218.45,218.45,207.05,207.05,24.00-8.00-2.00 10.00:10.00
225.6,225.6,225.6,225.6,24.00-8.00-2.00 10.00:5.00
231,232,230,232,24.00-8.00-2.00 10.00:0.00
217,230.4,217,230.4,24.00-8.00-2.00 9.00:55.00
223.55,223.55,215.1,216.95,24.00-8.00-2.00 9.00:50.00
216.95,237.6,216.95,230.75,24.00-8.00-2.00 9.00:45.00
195,218.9,195,218.9,24.00-8.00-2.00 9.00:40.00
186.3,186.3,185.35,185.35,24.00-8.00-2.00 9.00:35.00
175.5,185.4,175.5,184,24.00-8.00-2.00 9.00:30.00
179.5,180.75,171.25,171.25,24.00-8.00-2.00 9.00:25.00
183.7,187.6,180.65,182.1,24.00-8.00-2.00 9.00:20.00
189.95,189.95,183.05,185,24.00-8.00-2.00 9.00:15.00
126.4,128.4,124,128.4,24.00-8.00-1.00 15.00:25.00
125.65,127.25,125.65,127.25,24.00-8.00-1.00 15.00:20.00
125.5,127.6,123.85,123.85,24.00-8.00-1.00 15.00:15.00
129.95,129.95,125.85,127.55,24.00-8.00-1.00 15.00:10.00
134.35,134.35,134.35,134.35,24.00-8.00-1.00 15.00:5.00
127.35,129.9,127.35,129.9,24.00-8.00-1.00 14.00:55.00
127.45,128.45,127.45,128.45,24.00-8.00-1.00 14.00:50.00
126.25,126.25,126.25,126.25,24.00-8.00-1.00 14.00:45.00
139.65,139.65,137.65,139.05,24.00-8.00-1.00 14.00:35.00
137.3,137.3,137.3,137.3,24.00-8.00-1.00 14.00:30.00
134.05,136.55,134.05,136.55,24.00-8.00-1.00 14.00:15.00
130.05,130.05,130.05,130.05,24.00-8.00-1.00 14.00:0.00
132.1,132.1,132.1,132.1,24.00-8.00-1.00 13.00:55.00
135,135,135,135,24.00-8.00-1.00 13.00:50.00
136.7,136.7,131.95,134.75,24.00-8.00-1.00 13.00:35.00
132.7,133,132.7,133,24.00-8.00-1.00 13.00:25.00
132.7,132.7,132.7,132.7,24.00-8.00-1.00 13.00:20.00
136.85,136.85,136.85,136.85,24.00-8.00-1.00 12.00:55.00
134.45,136.85,134.45,136.85,24.00-8.00-1.00 12.00:50.00
138.55,138.55,138.55,138.55,24.00-8.00-1.00 12.00:45.00
142.45,142.45,142.45,142.45,24.00-8.00-1.00 12.00:35.00
140,140,140,140,24.00-8.00-1.00 12.00:30.00
135,135,135,135,24.00-8.00-1.00 12.00:25.00
134.25,134.25,134.25,134.25,24.00-8.00-1.00 12.00:20.00
134,134,133.15,133.15,24.00-8.00-1.00 12.00:15.00
132.4,132.4,132.4,132.4,24.00-8.00-1.00 12.00:5.00
132.75,132.75,132.75,132.75,24.00-8.00-1.00 11.00:55.00
136.45,136.45,128.65,128.65,24.00-8.00-1.00 11.00:50.00
129.45,129.45,129.45,129.45,24.00-8.00-1.00 11.00:45.00
122.5,125.25,122.5,125.25,24.00-8.00-1.00 11.00:40.00
122.1,122.1,122.1,122.1,24.00-8.00-1.00 11.00:35.00
119.05,119.05,119.05,119.05,24.00-8.00-1.00 11.00:30.00
124,124,124,124,24.00-8.00-1.00 11.00:25.00
119.25,121.45,119.25,121.45,24.00-8.00-1.00 11.00:15.00
120,120.65,118.2,118.2,24.00-8.00-1.00 11.00:10.00
122.75,125.15,122.75,125.15,24.00-8.00-1.00 11.00:0.00
123.5,123.5,123.5,123.5,24.00-8.00-1.00 10.00:55.00
121.45,121.45,121.45,121.45,24.00-8.00-1.00 10.00:35.00
119.75,119.75,117.9,117.9,24.00-8.00-1.00 10.00:30.00
120.8,120.8,120.8,120.8,24.00-8.00-1.00 10.00:25.00
116.75,120.5,116.75,117.25,24.00-8.00-1.00 10.00:20.00
117.9,117.9,117.9,117.9,24.00-8.00-1.00 10.00:15.00
122.5,122.5,118,118,24.00-8.00-1.00 10.00:10.00
122.9,122.9,122.5,122.5,24.00-8.00-1.00 10.00:5.00
123.9,123.9,123.9,123.9,24.00-8.00-1.00 10.00:0.00
116.25,116.25,116.25,116.25,24.00-8.00-1.00 9.00:55.00
120.15,120.15,120.15,120.15,24.00-8.00-1.00 9.00:50.00
116.2,116.2,116.2,116.2,24.00-8.00-1.00 9.00:40.00
118.55,119.95,118.55,119.95,24.00-8.00-1.00 9.00:35.00
120,122.35,117.5,118,24.00-8.00-1.00 9.00:30.00
122.9,122.9,117.8,117.8,24.00-8.00-1.00 9.00:25.00
128,128,122.9,122.9,24.00-8.00-1.00 9.00:20.00
140,140,130.75,130.75,24.00-8.00-1.00 9.00:15.00
151.85,151.85,145.45,145.45,24.00-7.00-31.00 15.00:25.00
153.85,153.85,153.85,153.85,24.00-7.00-31.00 15.00:15.00
153,153,153,153,24.00-7.00-31.00 15.00:5.00
159.7,159.7,159.7,159.7,24.00-7.00-31.00 14.00:55.00
150,150,150,150,24.00-7.00-31.00 14.00:25.00
161.5,161.5,161.5,161.5,24.00-7.00-31.00 14.00:20.00
166.35,166.35,159.15,159.15,24.00-7.00-31.00 12.00:10.00
168.9,168.9,168.9,168.9,24.00-7.00-31.00 11.00:30.00
164,167.9,164,167.9,24.00-7.00-31.00 11.00:25.00
157.9,157.9,157.9,157.9,24.00-7.00-31.00 10.00:55.00
154.4,155.2,153.15,155.2,24.00-7.00-31.00 10.00:40.00
157.35,157.35,157.35,157.35,24.00-7.00-31.00 10.00:35.00
154,154,153.05,153.2,24.00-7.00-31.00 10.00:20.00
157,157,155.9,157,24.00-7.00-31.00 10.00:15.00
161.05,161.05,161.05,161.05,24.00-7.00-31.00 10.00:10.00
165.15,165.15,165.15,165.15,24.00-7.00-31.00 9.00:50.00
174.15,174.15,174.15,174.15,24.00-7.00-30.00 15.00:25.00
170.75,170.75,170.45,170.45,24.00-7.00-30.00 15.00:20.00
168.6,168.6,168.6,168.6,24.00-7.00-30.00 15.00:15.00
176,176.45,176,176.45,24.00-7.00-30.00 15.00:10.00
172.9,172.9,172,172,24.00-7.00-30.00 15.00:5.00
166,166,166,166,24.00-7.00-30.00 15.00:0.00
162.8,164,162.8,164,24.00-7.00-30.00 14.00:55.00
152.55,152.55,152.55,152.55,24.00-7.00-30.00 14.00:45.00
156,156,154,154,24.00-7.00-30.00 14.00:40.00
159,159,158,159,24.00-7.00-30.00 14.00:20.00
157.9,157.9,157.9,157.9,24.00-7.00-30.00 14.00:15.00
168.45,168.45,168.45,168.45,24.00-7.00-30.00 14.00:5.00
170,170,170,170,24.00-7.00-30.00 13.00:35.00
178.65,178.65,178.65,178.65,24.00-7.00-30.00 13.00:30.00
